Loyalty Number;Country;Province;City;Postal Code;Gender;Education;Salary;Marital Status;Loyalty Card;Enrollment Type;Enrollment Year;Enrollment Month
350863;Canada;Ontario;Toronto;P1J 8T7;Female;Bachelor;102982;Married;Star;Standard;2022;5
350901;Canada;Quebec;Quebec City;G1B 3L5;Female;College;0;Married;Nova;Standard;2022;10
350910;Canada;Quebec;Montreal;H4G 3T4;Male;College;0;Single;Star;2023 Promotion;2023;3
350979;Canada;Ontario;Thunder Bay;K8T 5M5;Female;Bachelor;48258;Single;Aurora;Standard;2018;6
351029;Canada;British Columbia;Vancouver;V1E 4R6;Male;Bachelor;86124;Married;Nova;Standard;2021;4
351138;Canada;Saskatchewan;Regina;S6J 3G0;Female;Bachelor;76565;Single;Star;Standard;2019;7
351145;Canada;British Columbia;Vancouver;V6E 3Z3;Female;Bachelor;59169;Married;Star;Standard;2020;7
351238;Canada;Quebec;Montreal;H2Y 4R4;Male;Bachelor;68149;Married;Nova;Standard;2019;11
351292;Canada;Ontario;Toronto;M2M 7K8;Male;Bachelor;88055;Married;Star;Standard;2023;6
351296;Canada;Quebec;Montreal;H2T 9K8;Female;Bachelor;104990;Divorced;Star;Standard;2022;5
351367;Canada;Manitoba;Winnipeg;R6Y 4T5;Male;College;0;Married;Nova;Standard;2017;6
351389;Canada;Ontario;Toronto;P5S 6R4;Female;Bachelor;88697;Married;Star;Standard;2018;12
351461;Canada;British Columbia;Whistler;V6T 1Y8;Male;Bachelor;81317;Single;Aurora;2023 Promotion;2023;4
351500;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;85094;Married;Star;Standard;2017;9
351513;Canada;Ontario;Ottawa;K1F 2R2;Female;Doctor;210090;Divorced;Aurora;Standard;2017;11
351551;Canada;Ontario;London;M5B 3E4;Female;College;0;Single;Star;2023 Promotion;2023;2
351615;Canada;British Columbia;Vancouver;V5R 1W3;Female;College;0;Divorced;Aurora;Standard;2020;5
351753;Canada;Ontario;Toronto;P1L 8X8;Female;Master;81333;Single;Aurora;Standard;2022;12
351889;Canada;Ontario;Kingston;M9K 2P4;Male;Bachelor;73695;Married;Nova;Standard;2019;8
351897;Canada;Ontario;Toronto;P2T 6G3;Male;Doctor;70755;Divorced;Aurora;Standard;2022;4
351937;Canada;Saskatchewan;Regina;S1J 3C5;Female;Bachelor;96378;Married;Aurora;Standard;2023;1
351966;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;53068;Married;Aurora;Standard;2023;5
352005;Canada;Ontario;Toronto;M2M 7K8;Female;High School or Below;56056;Divorced;Nova;Standard;2021;8
352034;Canada;Manitoba;Winnipeg;R3R 3T4;Female;Bachelor;61093;Married;Nova;Standard;2021;4
352053;Canada;Quebec;Montreal;H4G 3T4;Male;Bachelor;97314;Married;Nova;Standard;2019;11
352068;Canada;Quebec;Montreal;H2Y 2W2;Male;Bachelor;82837;Married;Nova;Standard;2019;5
352078;Canada;British Columbia;Vancouver;V6E 3Z3;Female;Bachelor;72879;Married;Star;Standard;2017;10
394321;Canada;Quebec;Montreal;H2Y 2W2;Female;College;0;Divorced;Star;Standard;2019;9
352101;Canada;Ontario;Toronto;P1W 1K4;Female;Bachelor;67445;Single;Nova;Standard;2018;12
449654;Canada;Quebec;Tremblant;H5Y 2S9;Female;College;0;Single;Nova;Standard;2019;11
352216;Canada;New Brunswick;Fredericton;E3B 2H2;Female;Bachelor;48650;Single;Star;Standard;2023;9
352242;Canada;British Columbia;Victoria;V10 6T5;Female;Bachelor;83322;Married;Aurora;Standard;2018;5
352280;Canada;Alberta;Edmonton;T9G 1W3;Female;Bachelor;95469;Married;Aurora;Standard;2022;7
352306;Canada;British Columbia;Whistler;V6T 1Y8;Male;Bachelor;74679;Single;Star;Standard;2022;11
352337;Canada;Alberta;Calgary;T3E 2V9;Female;Bachelor;70119;Married;Star;Standard;2019;4
352424;Canada;British Columbia;Dawson Creek;U5I 4F1;Male;Bachelor;47153;Married;Aurora;Standard;2017;6
352490;Canada;Alberta;Edmonton;T3G 6Y6;Female;High School or Below;44154;Married;Star;Standard;2021;10
352501;Canada;Saskatchewan;Regina;S1J 3C5;Male;Bachelor;80381;Married;Aurora;Standard;2019;3
352582;Canada;Ontario;Toronto;P1J 8T7;Male;Bachelor;49100;Married;Aurora;2023 Promotion;2023;4
352617;Canada;Alberta;Calgary;T3E 2V9;Male;Bachelor;89062;Single;Nova;Standard;2017;7
352653;Canada;Alberta;Peace River;T9O 2W2;Female;Bachelor;98843;Married;Nova;Standard;2021;8
352702;Canada;Quebec;Hull;J8Y 3Z5;Male;Bachelor;52204;Married;Nova;Standard;2019;8
352734;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;51573;Single;Star;Standard;2019;1
352747;Canada;Ontario;Trenton;K8V 4B2;Male;Bachelor;62748;Married;Star;Standard;2022;11
352809;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;59355;Married;Nova;2023 Promotion;2023;4
352834;Canada;Ontario;Trenton;K8V 4B2;Male;High School or Below;58212;Married;Star;Standard;2022;8
352916;Canada;Ontario;Toronto;M1R 4K3;Male;Doctor;131753;Married;Nova;Standard;2020;9
353032;Canada;British Columbia;West Vancouver;V6V 8Z3;Female;College;0;Single;Star;Standard;2020;6
353076;Canada;Quebec;Montreal;H2T 2J6;Female;College;0;Single;Nova;Standard;2023;6
353096;Canada;Ontario;Kingston;M9K 2P4;Male;Master;97596;Divorced;Star;Standard;2019;9
353128;Canada;British Columbia;Vancouver;V6E 3Z3;Female;Bachelor;83071;Divorced;Star;Standard;2017;9
353308;Canada;Ontario;Thunder Bay;K8T 5M5;Female;Bachelor;64117;Married;Nova;2023 Promotion;2023;4
353369;Canada;Quebec;Montreal;H2T 9K8;Male;Bachelor;69595;Single;Aurora;Standard;2023;9
353396;Canada;Quebec;Montreal;H4G 3T4;Male;Bachelor;73970;Married;Nova;Standard;2021;9
353455;Canada;Ontario;Toronto;M8Y 4K8;Male;Bachelor;48021;Single;Nova;Standard;2019;4
353535;Canada;Alberta;Edmonton;T9G 1W3;Male;Bachelor;77241;Divorced;Star;Standard;2020;2
353614;Canada;British Columbia;Vancouver;V6E 3Z3;Male;Bachelor;65814;Married;Star;Standard;2020;3
353786;Canada;Quebec;Montreal;H3T 8L4;Female;College;0;Single;Star;Standard;2022;11
354002;Canada;Manitoba;Winnipeg;R2C 0M5;Male;Bachelor;51573;Single;Aurora;Standard;2022;2
354084;Canada;Alberta;Calgary;T3E 2V9;Male;College;0;Single;Star;Standard;2018;8
354150;Canada;Manitoba;Winnipeg;R6Y 4T5;Male;Bachelor;74293;Single;Aurora;Standard;2022;8
354206;Canada;British Columbia;Whistler;V6T 1Y8;Male;Bachelor;55087;Married;Star;Standard;2023;11
354295;Canada;Quebec;Montreal;H2Y 2W2;Male;Bachelor;55081;Married;Star;Standard;2020;5
354442;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;78691;Married;Aurora;Standard;2022;1
354461;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;90265;Married;Star;Standard;2020;6
354464;Canada;British Columbia;Vancouver;V6E 3D9;Male;Master;118530;Single;Nova;Standard;2020;7
677513;Canada;Ontario;Toronto;P5S 6R4;Male;Bachelor;46795;Married;Star;Standard;2022;8
354483;Canada;British Columbia;Kelowna;V09 2E9;Male;Bachelor;52635;Single;Star;Standard;2020;9
354547;Canada;British Columbia;Vancouver;V5R 1W3;Male;College;0;Married;Aurora;Standard;2017;8
109956;Canada;Ontario;Toronto;P1J 8T7;Female;Bachelor;89320;Married;Star;Standard;2022;5
355039;Canada;Quebec;Montreal;H3T 8L4;Female;Bachelor;69098;Married;Nova;Standard;2022;7
355099;Canada;Nova Scotia;Halifax;B3J 9S2;Male;Bachelor;60885;Divorced;Star;Standard;2023;11
355102;Canada;British Columbia;Vancouver;V6E 3D9;Female;College;0;Single;Star;Standard;2023;1
355126;Canada;British Columbia;Victoria;V10 6T5;Male;Bachelor;61904;Married;Aurora;Standard;2021;3
355184;Canada;Ontario;Ottawa;K1F 2R2;Female;College;0;Single;Star;Standard;2018;12
355298;Canada;Quebec;Montreal;H2T 9K8;Male;Bachelor;74123;Divorced;Star;Standard;2017;5
355331;Canada;Ontario;Thunder Bay;K8T 5M5;Male;College;0;Divorced;Star;Standard;2018;7
355491;Canada;New Brunswick;Fredericton;E3B 2H2;Male;Bachelor;60805;Married;Star;2023 Promotion;2023;3
355512;Canada;British Columbia;West Vancouver;V6V 8Z3;Male;College;0;Single;Nova;Standard;2023;9
355515;Canada;Manitoba;Winnipeg;R2C 0M5;Female;Bachelor;53497;Married;Aurora;Standard;2018;3
355578;Canada;Quebec;Tremblant;H5Y 2S9;Male;Bachelor;56780;Single;Aurora;Standard;2023;1
355628;Canada;Nova Scotia;Halifax;B3J 9S2;Female;High School or Below;73443;Married;Star;Standard;2017;10
355669;Canada;Ontario;Toronto;P1J 8T7;Male;College;0;Single;Star;Standard;2021;1
355707;Canada;Ontario;Toronto;P2T 6G3;Female;Bachelor;47889;Married;Star;Standard;2022;12
355724;Canada;British Columbia;Vancouver;V6E 3Z3;Male;Bachelor;70451;Married;Star;Standard;2023;9
355750;Canada;Quebec;Montreal;H2Y 4R4;Female;College;0;Married;Star;Standard;2021;7
355775;Canada;Quebec;Montreal;H2Y 2W2;Female;Bachelor;97547;Married;Nova;Standard;2018;9
355781;Canada;Ontario;Trenton;K8V 4B2;Male;College;0;Married;Star;Standard;2019;6
355795;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;56644;Divorced;Star;Standard;2021;9
355839;Canada;British Columbia;Vancouver;V5R 1W3;Female;High School or Below;69816;Married;Star;Standard;2023;9
355906;Canada;Ontario;Thunder Bay;K8T 5M5;Female;Bachelor;77373;Single;Nova;Standard;2018;2
355908;Canada;Alberta;Banff;T4V 1D4;Female;Bachelor;79101;Married;Nova;Standard;2019;5
355994;Canada;Ontario;Toronto;P1J 8T7;Female;Doctor;186861;Married;Star;Standard;2019;10
355995;Canada;Manitoba;Winnipeg;R2C 0M5;Male;Bachelor;65470;Married;Aurora;Standard;2018;5
356237;Canada;British Columbia;Victoria;V10 6T5;Female;College;0;Divorced;Star;2023 Promotion;2023;3
356240;Canada;Ontario;Toronto;M2P 4F6;Female;Bachelor;78014;Married;Star;Standard;2022;12
356460;Canada;Ontario;Toronto;M2P 4F6;Female;Master;88321;Divorced;Nova;2023 Promotion;2023;3
356507;Canada;Ontario;Kingston;M9K 2P4;Female;Bachelor;50013;Divorced;Star;Standard;2021;3
356558;Canada;New Brunswick;Fredericton;E3B 2H2;Male;College;0;Married;Star;Standard;2018;3
356561;Canada;Yukon;Whitehorse;Y2K 6R0;Female;Bachelor;56904;Married;Nova;Standard;2021;8
356578;Canada;Ontario;Toronto;M2Z 4K1;Male;Bachelor;105563;Married;Star;2023 Promotion;2023;3
356613;Canada;Saskatchewan;Regina;S1J 3C5;Male;Bachelor;61594;Married;Aurora;Standard;2022;3
356618;Canada;Yukon;Whitehorse;Y2K 6R0;Female;Bachelor;52975;Single;Aurora;Standard;2019;3
356708;Canada;Quebec;Hull;J8Y 3Z5;Female;Master;97497;Divorced;Star;Standard;2022;10
356712;Canada;Quebec;Montreal;H4G 3T4;Male;Bachelor;50746;Married;Nova;Standard;2018;10
356812;Canada;British Columbia;Vancouver;V6E 3Z3;Male;College;0;Single;Nova;Standard;2018;5
356828;Canada;Newfoundland;St. John's;A1C 6H9;Male;Master;85959;Divorced;Aurora;Standard;2021;7
356955;Canada;Ontario;London;M5B 3E4;Male;Bachelor;74746;Married;Nova;Standard;2019;9
356980;Canada;Ontario;Toronto;P2T 6G3;Male;Bachelor;64272;Married;Star;Standard;2017;7
357059;Canada;Ontario;Toronto;M1R 4K3;Male;Bachelor;37368;Single;Nova;2023 Promotion;2023;4
357138;Canada;Ontario;Toronto;P2T 6G3;Male;Bachelor;91018;Married;Aurora;Standard;2018;3
357149;Canada;Quebec;Hull;J8Y 3Z5;Female;College;0;Married;Star;Standard;2021;5
357161;Canada;Quebec;Montreal;H2T 2J6;Male;College;0;Single;Star;Standard;2019;7
357166;Canada;Ontario;Trenton;K8V 4B2;Male;Bachelor;56578;Married;Star;Standard;2019;7
357173;Canada;Saskatchewan;Regina;S6J 3G0;Male;College;0;Married;Aurora;Standard;2018;11
357199;Canada;Ontario;Toronto;M1R 4K3;Male;Bachelor;84745;Married;Star;Standard;2022;3
357298;Canada;Ontario;Toronto;P1L 8X8;Female;High School or Below;51930;Married;Aurora;Standard;2020;10
357375;Canada;British Columbia;Whistler;V6T 1Y8;Male;Bachelor;51831;Married;Star;Standard;2021;5
357381;Canada;Quebec;Montreal;H2T 2J6;Female;College;0;Divorced;Aurora;Standard;2019;2
357466;Canada;Quebec;Montreal;H2T 9K8;Female;College;0;Single;Star;Standard;2018;10
357549;Canada;British Columbia;Whistler;V6T 1Y8;Female;Bachelor;76410;Single;Star;Standard;2023;9
357574;Canada;Manitoba;Winnipeg;R2C 0M5;Male;Bachelor;62609;Married;Star;Standard;2019;1
357589;Canada;Quebec;Montreal;H2T 9K8;Male;Bachelor;92909;Married;Nova;Standard;2020;1
357901;Canada;Quebec;Montreal;H2Y 2W2;Female;Bachelor;69559;Married;Aurora;2023 Promotion;2023;4
357903;Canada;Ontario;Sudbury;M5V 1G5;Male;Bachelor;84838;Single;Nova;Standard;2023;11
357971;Canada;Manitoba;Winnipeg;R2C 0M5;Male;Bachelor;85916;Married;Star;Standard;2017;12
357988;Canada;British Columbia;Whistler;V6T 1Y8;Female;High School or Below;53636;Divorced;Star;2023 Promotion;2023;4
358012;Canada;Quebec;Montreal;H2Y 2W2;Female;Bachelor;73654;Married;Star;2023 Promotion;2023;3
358020;Canada;British Columbia;Vancouver;V6E 3D9;Female;Doctor;245769;Married;Star;Standard;2018;10
358039;Canada;British Columbia;Vancouver;V5R 1W3;Male;College;0;Married;Nova;Standard;2023;6
358151;Canada;British Columbia;Vancouver;V6E 3Z3;Male;College;0;Single;Star;Standard;2022;10
358201;Canada;British Columbia;Whistler;V6T 1Y8;Female;College;0;Married;Nova;Standard;2021;12
358255;Canada;British Columbia;Victoria;V10 6T5;Female;Bachelor;70560;Married;Star;Standard;2017;7
358375;Canada;Ontario;Toronto;M2Z 4K1;Male;Master;101038;Married;Star;Standard;2017;10
358384;Canada;Ontario;Toronto;P2T 6G3;Male;College;0;Single;Star;Standard;2019;5
358513;Canada;Ontario;Toronto;M1R 4K3;Female;Bachelor;73176;Married;Star;Standard;2017;9
358586;Canada;Manitoba;Winnipeg;R2C 0M5;Female;Bachelor;102702;Married;Star;Standard;2019;9
358792;Canada;Alberta;Calgary;T3E 2V9;Female;College;0;Divorced;Nova;Standard;2019;4
358794;Canada;Quebec;Hull;J8Y 3Z5;Male;College;0;Married;Star;Standard;2019;9
358900;Canada;Ontario;Ottawa;K1F 2R2;Female;Bachelor;50298;Married;Aurora;Standard;2021;6
358948;Canada;British Columbia;Victoria;V10 6T5;Female;Bachelor;104777;Divorced;Star;Standard;2020;3
358968;Canada;Saskatchewan;Regina;S1J 3C5;Female;College;0;Married;Star;Standard;2022;7
358979;Canada;Quebec;Montreal;H2Y 4R4;Male;Master;112860;Divorced;Star;Standard;2017;9
358997;Canada;Quebec;Montreal;H2T 9K8;Female;Bachelor;50235;Married;Star;Standard;2023;8
359011;Canada;Quebec;Montreal;H2Y 2W2;Male;Bachelor;60458;Married;Star;Standard;2021;3
359029;Canada;Ontario;Ottawa;K1F 2R2;Female;College;0;Single;Aurora;Standard;2023;1
359091;Canada;Saskatchewan;Regina;S6J 3G0;Male;Bachelor;86067;Single;Aurora;Standard;2022;5
359133;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;72000;Married;Star;2023 Promotion;2023;3
359138;Canada;Ontario;Toronto;M8Y 4K8;Male;Bachelor;75700;Married;Nova;Standard;2023;12
359275;Canada;Saskatchewan;Regina;S6J 3G0;Female;Bachelor;69696;Single;Nova;Standard;2018;2
359360;Canada;New Brunswick;Fredericton;E3B 2H2;Female;Master;118530;Single;Nova;Standard;2019;7
359446;Canada;British Columbia;Vancouver;V6E 3Z3;Male;College;0;Married;Nova;Standard;2019;7
359466;Canada;Ontario;Ottawa;K1G 4Z0;Male;Doctor;83662;Married;Nova;Standard;2022;5
359575;Canada;Quebec;Hull;J8Y 3Z5;Male;College;0;Single;Star;Standard;2021;6
359693;Canada;Newfoundland;St. John's;A1C 6H9;Male;High School or Below;44903;Married;Star;Standard;2018;11
359816;Canada;Ontario;Toronto;P1J 8T7;Male;Bachelor;54857;Married;Nova;Standard;2020;12
360017;Canada;Ontario;Toronto;M8Y 4K8;Female;Bachelor;99502;Divorced;Star;Standard;2020;1
360031;Canada;Ontario;Toronto;M8Y 4K8;Male;College;0;Married;Star;Standard;2023;5
360240;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;56358;Divorced;Star;Standard;2023;1
360256;Canada;Ontario;Trenton;K8V 4B2;Female;Bachelor;73602;Married;Nova;Standard;2022;7
360435;Canada;Ontario;Toronto;M1R 4K3;Male;Bachelor;79075;Married;Aurora;Standard;2021;6
360472;Canada;Quebec;Montreal;H2Y 2W2;Female;Master;105231;Divorced;Nova;Standard;2017;12
360485;Canada;Quebec;Montreal;H3T 8L4;Female;Bachelor;51251;Divorced;Star;Standard;2018;4
360537;Canada;Nova Scotia;Halifax;B3C 2M8;Male;Bachelor;95924;Divorced;Nova;Standard;2018;8
360730;Canada;Nova Scotia;Halifax;B3J 9S2;Female;Bachelor;65379;Married;Aurora;Standard;2021;11
360732;Canada;British Columbia;Vancouver;V5R 1W3;Male;Bachelor;83431;Married;Nova;Standard;2023;9
360744;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;52712;Married;Nova;Standard;2020;4
360805;Canada;Ontario;Toronto;M1R 4K3;Male;Doctor;199894;Married;Star;Standard;2020;2
360868;Canada;Quebec;Montreal;H2Y 4R4;Female;Bachelor;86987;Married;Star;Standard;2023;5
360902;Canada;Nova Scotia;Halifax;B3C 2M8;Male;Bachelor;79325;Married;Star;Standard;2022;2
360942;Canada;Ontario;Toronto;M2M 7K8;Male;Master;127574;Married;Star;Standard;2018;4
360981;Canada;Quebec;Montreal;H2T 9K8;Male;Bachelor;48398;Married;Star;Standard;2023;6
989473;Canada;Ontario;London;M5B 3E4;Male;Doctor;287465;Married;Star;Standard;2023;12
361237;Canada;British Columbia;Dawson Creek;U5I 4F1;Male;Bachelor;57584;Divorced;Aurora;Standard;2021;7
361434;Canada;British Columbia;Vancouver;V1E 4R6;Male;Bachelor;89067;Married;Star;Standard;2021;10
361439;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;100487;Married;Star;Standard;2019;9
361680;Canada;New Brunswick;Fredericton;E3B 2H2;Male;Bachelor;63795;Single;Star;Standard;2018;8
361707;Canada;British Columbia;Vancouver;V6E 3Z3;Female;College;0;Single;Nova;Standard;2020;9
361710;Canada;British Columbia;Dawson Creek;U5I 4F1;Female;College;0;Married;Aurora;Standard;2020;9
361816;Canada;British Columbia;Victoria;V10 6T5;Female;High School or Below;65673;Single;Star;Standard;2019;3
361827;Canada;Ontario;Toronto;P2T 6G3;Male;Bachelor;87330;Married;Star;Standard;2021;5
361892;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;83189;Married;Star;Standard;2019;3
362055;Canada;Alberta;Banff;T4V 1D4;Male;College;0;Single;Star;Standard;2019;4
362134;Canada;Manitoba;Winnipeg;R2C 0M5;Male;Bachelor;62421;Married;Star;Standard;2023;6
362165;Canada;Nova Scotia;Halifax;B3C 2M8;Female;Bachelor;95659;Married;Star;Standard;2021;11
362167;Canada;Alberta;Edmonton;T3G 6Y6;Male;Bachelor;53081;Divorced;Nova;Standard;2017;12
362201;Canada;Saskatchewan;Regina;S1J 3C5;Male;College;0;Married;Star;Standard;2020;2
362293;Canada;Ontario;Toronto;M8Y 4K8;Female;Bachelor;48683;Married;Aurora;Standard;2020;4
362471;Canada;Ontario;Kingston;M9K 2P4;Female;Bachelor;74049;Divorced;Aurora;Standard;2019;4
362541;Canada;British Columbia;Vancouver;V6E 3D9;Male;College;0;Married;Star;Standard;2018;10
362586;Canada;Quebec;Hull;J8Y 3Z5;Male;Bachelor;89419;Divorced;Star;Standard;2018;4
362642;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;63561;Married;Star;Standard;2020;3
362680;Canada;British Columbia;West Vancouver;V6V 8Z3;Male;College;0;Single;Nova;Standard;2019;2
362736;Canada;Quebec;Quebec City;G1B 3L5;Female;College;0;Single;Nova;Standard;2017;10
362742;Canada;British Columbia;Victoria;V10 6T5;Female;Bachelor;65056;Divorced;Star;Standard;2022;7
362823;Canada;British Columbia;Vancouver;V6E 3D9;Male;High School or Below;47157;Married;Aurora;Standard;2023;8
362841;Canada;British Columbia;Vancouver;V5R 1W3;Male;Bachelor;78592;Married;Aurora;Standard;2022;2
362855;Canada;Ontario;Toronto;M1R 4K3;Male;Bachelor;101226;Married;Nova;Standard;2021;10
362925;Canada;Manitoba;Winnipeg;R2C 0M5;Male;Bachelor;73382;Single;Nova;2023 Promotion;2023;4
455023;Canada;Quebec;Montreal;H2T 9K8;Male;Bachelor;68905;Married;Star;Standard;2017;9
363199;Canada;Quebec;Montreal;H4G 3T4;Male;Bachelor;74770;Married;Nova;Standard;2022;10
363314;Canada;Quebec;Montreal;H2Y 4R4;Female;Bachelor;100181;Single;Nova;Standard;2017;5
363483;Canada;Ontario;Toronto;M2Z 4K1;Female;Bachelor;102170;Married;Nova;Standard;2023;12
363513;Canada;Manitoba;Winnipeg;R2C 0M5;Male;Bachelor;82943;Divorced;Nova;Standard;2021;1
363743;Canada;Ontario;Trenton;K8V 4B2;Male;Bachelor;91817;Married;Star;Standard;2018;4
363774;Canada;Alberta;Edmonton;T3G 6Y6;Female;Bachelor;73689;Single;Star;Standard;2018;5
363780;Canada;British Columbia;Vancouver;V5R 1W3;Male;College;0;Divorced;Nova;Standard;2023;6
363864;Canada;British Columbia;Vancouver;V5R 1W3;Female;Doctor;168331;Married;Nova;Standard;2022;8
363925;Canada;British Columbia;Dawson Creek;U5I 4F1;Female;College;0;Single;Star;Standard;2022;11
363967;Canada;Ontario;Trenton;K8V 4B2;Male;College;0;Single;Nova;2023 Promotion;2023;4
363983;Canada;Ontario;Toronto;M2M 7K8;Female;College;0;Single;Aurora;Standard;2023;9
364049;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;73862;Married;Nova;Standard;2018;4
364067;Canada;Ontario;Toronto;M2M 7K8;Male;Bachelor;72731;Single;Aurora;Standard;2017;9
364137;Canada;New Brunswick;Fredericton;E3B 2H2;Male;Bachelor;65935;Divorced;Aurora;Standard;2017;10
429054;Canada;British Columbia;Vancouver;V6E 3Z3;Male;College;0;Single;Star;2018 Promotion;2019;7
364247;Canada;Nova Scotia;Halifax;B3C 2M8;Male;Bachelor;71428;Married;Star;Standard;2020;9
364264;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;73945;Single;Nova;Standard;2021;3
364356;Canada;British Columbia;West Vancouver;V6V 8Z3;Female;Bachelor;84901;Married;Star;2023 Promotion;2023;3
364372;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;104488;Single;Nova;Standard;2017;5
364710;Canada;Quebec;Tremblant;H5Y 2S9;Female;Bachelor;50322;Married;Aurora;2023 Promotion;2023;4
364895;Canada;British Columbia;Dawson Creek;U5I 4F1;Female;College;0;Single;Nova;Standard;2019;9
364908;Canada;Alberta;Banff;T4V 1D4;Male;Bachelor;53024;Divorced;Nova;Standard;2020;11
364931;Canada;British Columbia;Vancouver;V5R 1W3;Male;Bachelor;69930;Married;Star;Standard;2022;2
365138;Canada;Saskatchewan;Regina;S1J 3C5;Female;Bachelor;66290;Single;Nova;2023 Promotion;2023;4
365156;Canada;Quebec;Montreal;H2Y 2W2;Female;College;0;Single;Star;Standard;2023;6
365208;Canada;Ontario;Toronto;M2M 6J7;Female;Bachelor;71194;Married;Nova;Standard;2023;10
365346;Canada;Quebec;Montreal;H4G 3T4;Female;College;0;Single;Star;Standard;2020;5
365404;Canada;Ontario;London;M5B 3E4;Female;College;0;Married;Star;Standard;2018;8
365413;Canada;Alberta;Edmonton;T9G 1W3;Male;Bachelor;50477;Married;Nova;Standard;2022;9
365421;Canada;Ontario;Toronto;P1W 1K4;Male;Bachelor;62857;Married;Nova;Standard;2022;3
365451;Canada;British Columbia;Victoria;V10 6T5;Female;Doctor;162543;Single;Star;Standard;2019;9
365468;Canada;Ontario;Trenton;K8V 4B2;Male;College;0;Single;Aurora;Standard;2022;3
365557;Canada;Quebec;Hull;J8Y 3Z5;Female;Bachelor;52367;Married;Aurora;Standard;2019;9
365596;Canada;Ontario;Toronto;M2M 6J7;Male;College;0;Single;Aurora;2023 Promotion;2023;3
365619;Canada;Ontario;Toronto;M2P 4F6;Female;High School or Below;54033;Single;Nova;Standard;2019;7
365635;Canada;British Columbia;Dawson Creek;U5I 4F1;Female;Bachelor;82590;Married;Nova;Standard;2017;7
365642;Canada;Ontario;Toronto;P1J 8T7;Female;Bachelor;78316;Married;Star;Standard;2020;10
365761;Canada;Quebec;Montreal;H2T 2J6;Female;College;0;Single;Star;Standard;2021;4
365816;Canada;Ontario;Toronto;P5S 6R4;Male;Master;123828;Married;Star;Standard;2021;8
365863;Canada;Alberta;Calgary;T3E 2V9;Female;Bachelor;59372;Married;Star;Standard;2018;10
365887;Canada;Ontario;Toronto;P5S 6R4;Male;College;0;Married;Star;Standard;2023;5
366049;Canada;British Columbia;Vancouver;V6E 3D9;Male;High School or Below;40642;Married;Nova;2023 Promotion;2023;4
366161;Canada;New Brunswick;Fredericton;E3B 2H2;Male;Bachelor;43859;Married;Nova;2023 Promotion;2023;2
366250;Canada;Quebec;Montreal;H4G 3T4;Male;College;0;Single;Star;Standard;2023;5
512640;Canada;Manitoba;Winnipeg;R2C 0M5;Female;Bachelor;89847;Divorced;Nova;Standard;2023;5
827215;Canada;Ontario;London;M5B 3E4;Male;Master;113785;Married;Aurora;2018 Promotion;2019;11
366487;Canada;British Columbia;Vancouver;V6E 3D9;Female;College;0;Single;Star;Standard;2020;3
366500;Canada;Alberta;Edmonton;T9G 1W3;Female;High School or Below;64290;Married;Aurora;Standard;2021;9
366537;Canada;British Columbia;Vancouver;V6E 3D9;Male;College;0;Single;Star;Standard;2021;3
366540;Canada;Alberta;Calgary;T3E 2V9;Female;Bachelor;90077;Married;Aurora;2023 Promotion;2023;3
366576;Canada;British Columbia;Vancouver;V6E 3D9;Female;College;0;Single;Nova;Standard;2018;6
366599;Canada;Ontario;Toronto;M1R 4K3;Female;Bachelor;-9081;Married;Star;2023 Promotion;2023;4
366654;Canada;Quebec;Quebec City;G1B 3L5;Male;College;0;Single;Aurora;Standard;2019;5
366687;Canada;British Columbia;Kelowna;V09 2E9;Female;Bachelor;48021;Single;Nova;Standard;2023;7
366719;Canada;Quebec;Montreal;H2Y 4R4;Male;Bachelor;66902;Married;Star;Standard;2022;7
366744;Canada;British Columbia;Victoria;V10 6T5;Male;Bachelor;50375;Divorced;Star;Standard;2017;9
366894;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;99573;Married;Nova;Standard;2020;3
366911;Canada;Ontario;Toronto;P1J 8T7;Male;College;0;Single;Star;Standard;2017;11
366932;Canada;Ontario;Sudbury;M5V 1G5;Female;Master;70615;Married;Star;Standard;2022;8
366977;Canada;British Columbia;Vancouver;V1E 4R6;Female;College;0;Married;Nova;2023 Promotion;2023;3
367006;Canada;Ontario;Trenton;K8V 4B2;Male;College;0;Married;Star;Standard;2023;12
